customer_id,name,email,signup_date,city,region,customer_segment
47,Sunita Mehta,user100047@example.com,2024-10-30,Jaipur,North,Non-Prime
48,Aarav Verma,user100048@example.com,2024-10-07,Hyderabad,Central,Non-Prime
49,Pooja Rao,user100049@example.com,2025-02-20,Jaipur,West,Prime
50,Ishaan Patel,user100050@example.com,2021-12-21,Hyderabad,West,Non-Prime
51,Ishaan Patel,user100051@example.com,2023-01-27,Mumbai,South,Prime
52,Ravi Singh,user100052@example.com,2023-07-06,Lucknow,South,Prime
53,Akki Rao,user100053@example.com,2024-05-09,Delhi,West,Non-Prime
54,Sunita Nair,user100054@example.com,2022-07-10,Jaipur,West,Prime
55,Aarav Gupta,user100055@example.com,2022-08-05,Pune,East,Non-Prime
56,Saanvi Kapoor,user100056@example.com,2022-03-11,Chennai,South,Non-Prime
57,Ritika Chowdhury,user100057@example.com,2021-12-29,Delhi,East,Non-Prime
58,Aditya Patel,user100058@example.com,2022-10-21,Kolkata,South,Non-Prime
59,Pooja Gupta,user100059@example.com,2025-06-07,Jaipur,West,Prime
60,Ritika Joshi,user100060@example.com,2022-05-27,Hyderabad,East,Non-Prime
61,Aditya Gupta,user100061@example.com,2023-01-19,Kolkata,South,Prime
62,Aarav Bose,user100062@example.com,2021-12-30,Jaipur,North,Non-Prime
63,Vivaan Mehta,user100063@example.com,2025-08-20,Jaipur,West,Non-Prime
64,Vivaan Gupta,user100064@example.com,2024-03-25,Delhi,South,Non-Prime
65,Pooja Kapoor,user100065@example.com,2022-04-20,Jaipur,South,Non-Prime
66,Saanvi Chowdhury,user100066@example.com,2022-03-02,Delhi,East,Non-Prime
67,Akki Verma,user100067@example.com,2022-06-12,Kolkata,East,Non-Prime
68,Sameer Patel,user100068@example.com,2022-07-05,Bengaluru,South,Non-Prime
69,Akki Singh,user100069@example.com,2025-06-03,Lucknow,South,Prime
70,Kavya Shah,user100070@example.com,2025-05-06,Pune,South,Non-Prime
71,Sunita Shah,user100071@example.com,2022-07-28,Jaipur,West,Non-Prime
72,Sameer Gupta,user100072@example.com,2024-05-05,Ahmedabad,Central,Non-Prime
73,Diya Sharma,user100073@example.com,2021-07-28,Delhi,North,Non-Prime
74,Diya Iyer,user100074@example.com,2022-11-21,Jaipur,East,Non-Prime
75,Sameer Kumar,user100075@example.com,2022-06-07,Chennai,East,Non-Prime
76,Rohan Nair,user100076@example.com,2023-11-05,Kolkata,Central,Non-Prime
77,Akki Sharma,user100077@example.com,2023-07-11,Hyderabad,Central,Non-Prime
78,Sameer Singh,user100078@example.com,2023-01-25,Chennai,West,Non-Prime
79,Rohan Chowdhury,user100079@example.com,2021-09-11,Delhi,South,Non-Prime
80,Aisha Kumar,user100080@example.com,2021-09-11,Pune,North,Non-Prime
81,Aisha Sharma,user100081@example.com,2024-06-04,Jaipur,Central,Non-Prime
82,Aditya Patel,user100082@example.com,2023-08-06,Pune,South,Non-Prime
83,Vivaan Chowdhury,user100083@example.com,2023-03-18,Ahmedabad,West,Non-Prime
84,Vivaan Patel,user100084@example.com,2021-09-06,Jaipur,East,Prime
85,Kavya Sharma,user100085@example.com,2022-02-05,Bengaluru,East,Prime
86,Vivaan Nair,user100086@example.com,2025-08-05,Mumbai,Central,Non-Prime
87,Sunita Iyer,user100087@example.com,2023-11-25,Ahmedabad,West,Non-Prime
88,Sunita Mehta,user100088@example.com,2023-12-21,Bengaluru,East,Prime
89,Saanvi Gupta,user100089@example.com,2024-08-01,Ahmedabad,Central,Prime
90,Saanvi Singh,user100090@example.com,2024-10-24,Delhi,North,Non-Prime
91,Ravi Bose,user100091@example.com,2022-07-06,Mumbai,Central,Non-Prime
92,Diya Shah,user100092@example.com,2025-01-27,Delhi,North,Non-Prime
93,Raj Kapoor,user100093@example.com,2024-05-25,Mumbai,South,Non-Prime
94,Sameer Patel,user100094@example.com,2022-08-05,Kolkata,North,Non-Prime
95,Sunita Bose,user100095@example.com,2021-07-24,Bengaluru,East,Prime
96,Aarav Shah,user100096@example.com,2024-02-09,Pune,West,Prime
97,Ankit Shah,user100097@example.com,2023-10-29,Hyderabad,East,Prime
98,Diya Gupta,user100098@example.com,2024-03-21,Lucknow,South,Non-Prime
99,Sameer Shah,user100099@example.com,2025-04-12,Bengaluru,North,Non-Prime
100,Aditya Kapoor,user100100@example.com,2022-05-21,Delhi,North,Non-Prime
101,Raj Sharma,user100101@example.com,2022-12-19,Jaipur,South,Non-Prime
102,Akshay Singh,user100102@example.com,2022-12-31,Kolkata,South,Prime
103,Pooja Kapoor,user100103@example.com,2023-11-20,Ahmedabad,West,Non-Prime
104,Sameer Kapoor,user100104@example.com,2022-12-02,Bengaluru,North,Non-Prime
105,Ritika Kumar,user100105@example.com,2022-02-17,Chennai,East,Non-Prime
106,Pooja Patel,user100106@example.com,2022-10-29,Bengaluru,East,Non-Prime
107,Ankit Kumar,user100107@example.com,2023-05-17,Bengaluru,South,Non-Prime
108,Pooja Nair,user100108@example.com,2024-05-23,Lucknow,East,Non-Prime
109,Anaya Verma,user100109@example.com,2022-09-01,Hyderabad,North,Non-Prime
110,Raj Mehta,user100110@example.com,2022-04-30,Mumbai,East,Prime
111,Akki Bose,user100111@example.com,2024-12-19,Delhi,East,Non-Prime
112,Aditya Bose,user100112@example.com,2024-01-05,Hyderabad,East,Non-Prime
113,Ankit Patel,user100113@example.com,2023-03-22,Hyderabad,South,Prime
114,Akshay Kumar,user100114@example.com,2022-03-27,Bengaluru,East,Non-Prime
115,Vivaan Gupta,user100115@example.com,2023-08-07,Lucknow,Central,Non-Prime
116,Akshay Kumar,user100116@example.com,2025-08-16,Jaipur,Central,Prime
117,Diya Sharma,user100117@example.com,2022-05-03,Delhi,North,Non-Prime
118,Ishaan Iyer,user100118@example.com,2024-04-26,Kolkata,South,Non-Prime
119,Diya Kumar,user100119@example.com,2022-07-18,Lucknow,South,Non-Prime
120,Diya Iyer,user100120@example.com,2023-05-08,Chennai,Central,Non-Prime
121,Raj Rao,user100121@example.com,2025-01-28,Chennai,North,Prime
122,Sunita Sharma,user100122@example.com,2023-01-01,Mumbai,East,Prime
123,Anaya Rao,user100123@example.com,2022-10-10,Chennai,South,Non-Prime
124,Priya Kapoor,user100124@example.com,2022-12-07,Chennai,North,Non-Prime
125,Aarav Iyer,user100125@example.com,2023-04-03,Hyderabad,West,Prime
126,Akki Chowdhury,user100126@example.com,2022-04-11,Mumbai,North,Non-Prime
127,Saanvi Bose,user100127@example.com,2024-02-15,Mumbai,North,Non-Prime
128,Priya Patel,user100128@example.com,2024-08-14,Hyderabad,East,Non-Prime
129,Aditya Iyer,user100129@example.com,2025-02-04,Chennai,West,Non-Prime
130,Sameer Shah,user100130@example.com,2025-08-06,Bengaluru,Central,Non-Prime
131,Ravi Bose,user100131@example.com,2025-01-24,Bengaluru,Central,Non-Prime
132,Pooja Chowdhury,user100132@example.com,2023-05-27,Chennai,West,Non-Prime
133,Ravi Patel,user100133@example.com,2023-12-04,Hyderabad,West,Non-Prime
134,Ritika Singh,user100134@example.com,2024-11-06,Mumbai,Central,Prime
135,Raj Nair,user100135@example.com,2024-02-20,Hyderabad,West,Non-Prime
136,Aisha Mehta,user100136@example.com,2024-03-06,Jaipur,East,Prime
137,Ishaan Chowdhury,user100137@example.com,2024-02-25,Mumbai,East,Non-Prime
138,Saanvi Rao,user100138@example.com,2024-08-02,Hyderabad,North,Non-Prime
139,Akshay Nair,user100139@example.com,2022-04-15,Delhi,North,Non-Prime
140,Vivaan Chowdhury,user100140@example.com,2024-06-24,Hyderabad,South,Non-Prime
141,Akshay Gupta,user100141@example.com,2025-04-01,Ahmedabad,South,Prime
142,Aisha Nair,user100142@example.com,2025-07-26,Kolkata,North,Non-Prime
143,Diya Nair,user100143@example.com,2025-06-25,Hyderabad,North,Non-Prime
144,Rohan Kumar,user100144@example.com,2025-04-02,Mumbai,West,Non-Prime
145,Sameer Kapoor,user100145@example.com,2021-11-19,Lucknow,West,Non-Prime
146,Akki Mehta,user100146@example.com,2025-03-31,Bengaluru,South,Non-Prime
147,Ritika Rao,user100147@example.com,2022-08-23,Chennai,Central,Prime
148,Sunita Iyer,user100148@example.com,2024-12-08,Delhi,North,Prime
149,Aarav Gupta,user100149@example.com,2023-12-07,Bengaluru,North,Non-Prime
150,Ravi Shah,user100150@example.com,2025-02-02,Kolkata,West,Prime
151,Ravi Joshi,user100151@example.com,2021-09-15,Kolkata,North,Non-Prime
152,Aarav Mehta,user100152@example.com,2024-12-03,Chennai,South,Prime
153,Akki Sharma,user100153@example.com,2025-06-26,Kolkata,South,Non-Prime
154,Raj Kumar,user100154@example.com,2022-04-01,Pune,South,Prime
155,Vivaan Kapoor,user100155@example.com,2021-07-30,Lucknow,South,Non-Prime
156,Ishaan Shah,user100156@example.com,2024-01-30,Pune,South,Non-Prime
157,Akshay Singh,user100157@example.com,2023-06-30,Ahmedabad,South,Non-Prime
158,Sameer Verma,user100158@example.com,2022-03-25,Chennai,South,Non-Prime
159,Akshay Mehta,user100159@example.com,2024-05-22,Kolkata,South,Non-Prime
160,Aisha Chowdhury,user100160@example.com,2023-01-13,Hyderabad,Central,Non-Prime
161,Anaya Mehta,user100161@example.com,2022-05-14,Chennai,West,Non-Prime
162,Aisha Kapoor,user100162@example.com,2023-05-03,Hyderabad,Central,Non-Prime
163,Aditya Nair,user100163@example.com,2023-08-03,Jaipur,North,Non-Prime
164,Priya Nair,user100164@example.com,2023-11-18,Kolkata,West,Non-Prime
165,Anaya Sharma,user100165@example.com,2025-02-07,Kolkata,Central,Non-Prime
166,Pooja Sharma,user100166@example.com,2025-06-30,Hyderabad,Central,Prime
167,Vivaan Singh,user100167@example.com,2023-06-04,Lucknow,Central,Non-Prime
168,Saanvi Sharma,user100168@example.com,2024-01-10,Delhi,South,Non-Prime
169,Sameer Kapoor,user100169@example.com,2024-06-10,Mumbai,East,Non-Prime
170,Ritika Bose,user100170@example.com,2023-10-03,Delhi,West,Non-Prime
171,Rohan Rao,user100171@example.com,2023-01-24,Pune,Central,Prime
172,Rohan Bose,user100172@example.com,2023-09-23,Bengaluru,North,Prime
173,Diya Patel,user100173@example.com,2024-12-28,Chennai,West,Non-Prime
174,Sunita Rao,user100174@example.com,2022-03-15,Mumbai,Central,Prime
175,Akki Kumar,user100175@example.com,2024-11-18,Delhi,East,Non-Prime
176,Raj Kapoor,user100176@example.com,2024-02-26,Chennai,Central,Prime
177,Diya Nair,user100177@example.com,2023-09-05,Pune,West,Non-Prime
178,Ankit Verma,user100178@example.com,2023-04-22,Kolkata,Central,Prime
179,Ravi Chowdhury,user100179@example.com,2023-01-06,Hyderabad,South,Non-Prime
180,Diya Verma,user100180@example.com,2022-10-08,Lucknow,North,Non-Prime
181,Ravi Patel,user100181@example.com,2023-09-11,Jaipur,West,Prime
182,Ravi Verma,user100182@example.com,2024-12-08,Mumbai,North,Prime
183,Ritika Iyer,user100183@example.com,2024-02-26,Ahmedabad,West,Prime
184,Ritika Chowdhury,user100184@example.com,2022-12-23,Hyderabad,South,Non-Prime
185,Ravi Sharma,user100185@example.com,2024-02-17,Bengaluru,North,Non-Prime
186,Aisha Nair,user100186@example.com,2022-11-07,Mumbai,East,Non-Prime
187,Sameer Shah,user100187@example.com,2022-02-02,Bengaluru,Central,Non-Prime
188,Priya Shah,user100188@example.com,2025-03-04,Lucknow,Central,Non-Prime
189,Ankit Sharma,user100189@example.com,2024-05-04,Bengaluru,South,Non-Prime
190,Aarav Patel,user100190@example.com,2022-03-27,Mumbai,West,Non-Prime
191,Raj Sharma,user100191@example.com,2023-11-12,Lucknow,North,Non-Prime
192,Kavya Nair,user100192@example.com,2023-10-29,Kolkata,East,Non-Prime
193,Aisha Singh,user100193@example.com,2023-02-19,Ahmedabad,South,Non-Prime
194,Aditya Chowdhury,user100194@example.com,2024-05-06,Bengaluru,East,Non-Prime
195,Aditya Chowdhury,user100195@example.com,2023-05-30,Delhi,South,Non-Prime
196,Akshay Mehta,user100196@example.com,2025-07-05,Lucknow,East,Non-Prime
197,Aisha Singh,user100197@example.com,2021-11-18,Chennai,South,Non-Prime
198,Rohan Gupta,user100198@example.com,2023-02-08,Bengaluru,West,Prime
199,Akshay Joshi,user100199@example.com,2023-03-26,Kolkata,East,Non-Prime
200,Ritika Singh,user100200@example.com,2021-10-03,Mumbai,South,Non-Prime
201,Vivaan Mehta,user100201@example.com,2025-03-19,Mumbai,South,Prime
202,Aditya Shah,user100202@example.com,2022-06-09,Lucknow,South,Non-Prime
203,Ankit Gupta,user100203@example.com,2023-08-08,Kolkata,North,Non-Prime
204,Anaya Patel,user100204@example.com,2023-11-02,Pune,North,Non-Prime
205,Akki Sharma,user100205@example.com,2024-06-12,Hyderabad,West,Non-Prime
206,Akki Kumar,user100206@example.com,2025-06-01,Ahmedabad,North,Non-Prime
207,Priya Verma,user100207@example.com,2021-10-18,Jaipur,South,Prime
208,Ankit Gupta,user100208@example.com,2023-10-08,Kolkata,South,Prime
209,Sunita Joshi,user100209@example.com,2025-03-14,Chennai,Central,Non-Prime
210,Akshay Nair,user100210@example.com,2025-03-03,Delhi,East,Prime
211,Saanvi Chowdhury,user100211@example.com,2022-12-28,Lucknow,East,Non-Prime
212,Ravi Mehta,user100212@example.com,2023-11-01,Kolkata,South,Non-Prime
213,Sameer Kumar,user100213@example.com,2024-08-09,Bengaluru,South,Non-Prime
214,Vivaan Gupta,user100214@example.com,2025-04-12,Lucknow,North,Non-Prime
215,Akshay Kapoor,user100215@example.com,2023-08-14,Lucknow,North,Prime
216,Akshay Nair,user100216@example.com,2021-12-28,Kolkata,Central,Non-Prime
217,Priya Sharma,user100217@example.com,2024-01-17,Pune,North,Prime
218,Pooja Gupta,user100218@example.com,2023-07-09,Hyderabad,North,Non-Prime
219,Aditya Bose,user100219@example.com,2023-11-27,Jaipur,South,Non-Prime
220,Aisha Rao,user100220@example.com,2023-03-18,Jaipur,East,Non-Prime
221,Sameer Gupta,user100221@example.com,2025-05-31,Ahmedabad,South,Non-Prime
222,Akshay Chowdhury,user100222@example.com,2025-02-23,Kolkata,East,Non-Prime
223,Anaya Bose,user100223@example.com,2024-09-16,Ahmedabad,South,Non-Prime
224,Sameer Gupta,user100224@example.com,2021-07-25,Delhi,East,Non-Prime
225,Akshay Shah,user100225@example.com,2021-12-31,Lucknow,West,Non-Prime
226,Vivaan Sharma,user100226@example.com,2025-07-05,Pune,East,Non-Prime
227,Priya Shah,user100227@example.com,2025-05-17,Jaipur,Central,Non-Prime
228,Ishaan Verma,user100228@example.com,2021-07-27,Mumbai,East,Non-Prime
229,Diya Sharma,user100229@example.com,2022-04-11,Mumbai,West,Non-Prime
230,Ritika Bose,user100230@example.com,2024-06-22,Lucknow,North,Non-Prime
231,Saanvi Singh,user100231@example.com,2023-07-01,Chennai,Central,Non-Prime
232,Sameer Singh,user100232@example.com,2022-10-02,Hyderabad,South,Prime
233,Raj Nair,user100233@example.com,2021-09-19,Delhi,North,Non-Prime
234,Ishaan Rao,user100234@example.com,2025-06-12,Ahmedabad,North,Non-Prime
235,Sunita Singh,user100235@example.com,2022-05-08,Mumbai,Central,Non-Prime
236,Diya Singh,user100236@example.com,2023-11-01,Hyderabad,North,Non-Prime
237,Aarav Rao,user100237@example.com,2023-04-18,Ahmedabad,North,Non-Prime
238,Anaya Shah,user100238@example.com,2023-05-11,Lucknow,West,Non-Prime
239,Ishaan Sharma,user100239@example.com,2022-06-29,Jaipur,East,Prime
240,Vivaan Sharma,user100240@example.com,2023-09-11,Ahmedabad,West,Non-Prime
241,Sunita Patel,user100241@example.com,2023-07-18,Lucknow,North,Non-Prime
242,Aarav Kapoor,user100242@example.com,2023-05-03,Kolkata,North,Non-Prime
243,Ritika Verma,user100243@example.com,2022-04-16,Mumbai,Central,Non-Prime
244,Akki Shah,user100244@example.com,2022-03-27,Ahmedabad,South,Non-Prime
245,Pooja Kapoor,user100245@example.com,2024-07-17,Lucknow,Central,Non-Prime
246,Diya Kumar,user100246@example.com,2022-04-21,Hyderabad,South,Prime
247,Diya Mehta,user100247@example.com,2021-11-19,Mumbai,South,Prime
248,Ankit Sharma,user100248@example.com,2024-05-17,Kolkata,East,Non-Prime
249,Aisha Sharma,user100249@example.com,2024-09-23,Lucknow,East,Non-Prime
250,Ishaan Chowdhury,user100250@example.com,2023-08-29,Hyderabad,West,Non-Prime
251,Ishaan Rao,user100251@example.com,2024-10-27,Jaipur,North,Non-Prime
252,Priya Singh,user100252@example.com,2024-07-26,Hyderabad,Central,Prime
253,Saanvi Bose,user100253@example.com,2021-12-29,Delhi,South,Prime
254,Ishaan Kapoor,user100254@example.com,2023-10-05,Chennai,North,Prime
255,Ankit Mehta,user100255@example.com,2024-08-08,Mumbai,East,Non-Prime
256,Akshay Kumar,user100256@example.com,2023-06-23,Pune,South,Non-Prime
257,Ravi Sharma,user100257@example.com,2023-05-07,Pune,East,Non-Prime
258,Ishaan Shah,user100258@example.com,2025-05-07,Lucknow,South,Non-Prime
259,Saanvi Bose,user100259@example.com,2024-03-25,Ahmedabad,Central,Prime
260,Akshay Nair,user100260@example.com,2024-04-23,Bengaluru,North,Non-Prime
261,Rohan Rao,user100261@example.com,2023-08-12,Jaipur,West,Non-Prime
262,Sameer Kumar,user100262@example.com,2023-12-05,Bengaluru,Central,Prime
263,Ankit Nair,user100263@example.com,2025-03-25,Bengaluru,Central,Non-Prime
264,Akki Iyer,user100264@example.com,2024-08-27,Ahmedabad,Central,Non-Prime
265,Akki Shah,user100265@example.com,2023-09-04,Hyderabad,East,Non-Prime
266,Diya Gupta,user100266@example.com,2025-06-29,Jaipur,East,Non-Prime
267,Sameer Singh,user100267@example.com,2024-01-31,Pune,West,Non-Prime
268,Ravi Mehta,user100268@example.com,2023-02-26,Mumbai,South,Non-Prime
269,Sunita Singh,user100269@example.com,2022-05-29,Hyderabad,Central,Non-Prime
270,Rohan Chowdhury,user100270@example.com,2023-07-10,Mumbai,North,Non-Prime
271,Ankit Kumar,user100271@example.com,2023-08-29,Ahmedabad,East,Prime
272,Aarav Joshi,user100272@example.com,2024-11-17,Jaipur,West,Non-Prime
273,Sameer Gupta,user100273@example.com,2024-02-24,Jaipur,West,Non-Prime
274,Akki Shah,user100274@example.com,2022-01-06,Chennai,North,Non-Prime
275,Ankit Sharma,user100275@example.com,2025-04-04,Hyderabad,Central,Prime
276,Ishaan Sharma,user100276@example.com,2024-11-22,Mumbai,South,Non-Prime
277,Aditya Shah,user100277@example.com,2023-07-13,Mumbai,North,Non-Prime
278,Anaya Kumar,user100278@example.com,2025-03-21,Ahmedabad,East,Prime
279,Kavya Singh,user100279@example.com,2022-11-22,Bengaluru,East,Prime
280,Akki Patel,user100280@example.com,2021-09-19,Bengaluru,Central,Non-Prime
281,Aarav Rao,user100281@example.com,2025-01-07,Pune,North,Non-Prime
282,Pooja Joshi,user100282@example.com,2023-09-18,Hyderabad,West,Non-Prime
283,Rohan Kumar,user100283@example.com,2021-08-29,Pune,South,Non-Prime
284,Ravi Verma,user100284@example.com,2024-08-09,Hyderabad,South,Prime
285,Aditya Nair,user100285@example.com,2025-04-02,Pune,South,Non-Prime
286,Aarav Mehta,user100286@example.com,2021-11-02,Jaipur,South,Prime
287,Akki Mehta,user100287@example.com,2023-02-17,Pune,North,Prime
288,Anaya Iyer,user100288@example.com,2024-05-26,Jaipur,East,Non-Prime
289,Diya Chowdhury,user100289@example.com,2021-11-12,Hyderabad,East,Non-Prime
290,Ravi Iyer,user100290@example.com,2023-01-10,Pune,West,Non-Prime
291,Vivaan Singh,user100291@example.com,2025-07-28,Delhi,Central,Non-Prime
292,Anaya Joshi,user100292@example.com,2022-09-11,Bengaluru,East,Non-Prime
293,Rohan Shah,user100293@example.com,2023-02-15,Kolkata,Central,Non-Prime
294,Aditya Iyer,user100294@example.com,2021-08-03,Lucknow,East,Prime
295,Aarav Verma,user100295@example.com,2024-06-10,Bengaluru,West,Prime
296,Vivaan Patel,user100296@example.com,2023-09-27,Bengaluru,West,Non-Prime
297,Raj Bose,user100297@example.com,2022-10-05,Kolkata,West,Prime
298,Saanvi Kapoor,user100298@example.com,2025-01-25,Jaipur,East,Prime
299,Anaya Gupta,user100299@example.com,2022-03-01,Lucknow,South,Non-Prime
300,Pooja Kumar,user100300@example.com,2022-12-15,Chennai,North,Non-Prime
301,Aarav Rao,user100301@example.com,2022-09-01,Delhi,North,Non-Prime
302,Sunita Sharma,user100302@example.com,2025-05-23,Pune,South,Non-Prime
303,Aarav Gupta,user100303@example.com,2022-03-07,Jaipur,West,Prime
304,Raj Patel,user100304@example.com,2022-07-14,Pune,East,Prime
305,Sunita Nair,user100305@example.com,2022-11-19,Pune,Central,Prime
306,Raj Nair,user100306@example.com,2022-03-27,Pune,East,Prime
307,Saanvi Mehta,user100307@example.com,2024-12-24,Delhi,Central,Non-Prime
308,Kavya Rao,user100308@example.com,2021-09-23,Hyderabad,South,Prime
309,Aditya Mehta,user100309@example.com,2022-12-14,Pune,North,Non-Prime
310,Aditya Mehta,user100310@example.com,2021-12-20,Hyderabad,East,Prime
311,Akshay Gupta,user100311@example.com,2022-12-01,Bengaluru,West,Non-Prime
312,Pooja Patel,user100312@example.com,2023-11-25,Chennai,West,Non-Prime
313,Kavya Chowdhury,user100313@example.com,2021-12-09,Delhi,Central,Non-Prime
314,Sunita Gupta,user100314@example.com,2022-09-20,Kolkata,North,Non-Prime
315,Raj Mehta,user100315@example.com,2024-03-09,Chennai,Central,Non-Prime
316,Pooja Mehta,user100316@example.com,2023-01-09,Jaipur,Central,Non-Prime
317,Raj Kapoor,user100317@example.com,2021-10-22,Bengaluru,Central,Prime
318,Sunita Bose,user100318@example.com,2025-05-29,Delhi,Central,Non-Prime
319,Sameer Nair,user100319@example.com,2025-06-14,Lucknow,East,Non-Prime
320,Aarav Chowdhury,user100320@example.com,2025-06-08,Hyderabad,East,Non-Prime
321,Sunita Chowdhury,user100321@example.com,2023-01-23,Jaipur,East,Prime
322,Kavya Shah,user100322@example.com,2024-03-12,Pune,West,Prime
323,Diya Singh,user100323@example.com,2022-09-30,Kolkata,South,Prime
324,Ankit Patel,user100324@example.com,2024-04-04,Mumbai,West,Non-Prime
325,Anaya Shah,user100325@example.com,2023-12-27,Chennai,North,Non-Prime
326,Ritika Patel,user100326@example.com,2025-06-15,Jaipur,West,Non-Prime
327,Raj Patel,user100327@example.com,2022-08-24,Jaipur,North,Non-Prime
328,Vivaan Singh,user100328@example.com,2023-01-22,Kolkata,South,Non-Prime
329,Sameer Patel,user100329@example.com,2025-02-21,Chennai,South,Prime
330,Ravi Rao,user100330@example.com,2022-04-02,Ahmedabad,East,Non-Prime
331,Vivaan Verma,user100331@example.com,2024-01-12,Bengaluru,East,Non-Prime
332,Diya Mehta,user100332@example.com,2022-04-06,Mumbai,North,Prime
333,Vivaan Chowdhury,user100333@example.com,2025-02-22,Pune,Central,Prime
334,Aarav Chowdhury,user100334@example.com,2022-07-06,Hyderabad,East,Non-Prime
335,Aarav Rao,user100335@example.com,2021-10-15,Ahmedabad,Central,Non-Prime
336,Anaya Kumar,user100336@example.com,2021-12-07,Ahmedabad,South,Prime
337,Priya Singh,user100337@example.com,2024-04-15,Chennai,West,Non-Prime
338,Akshay Gupta,user100338@example.com,2023-03-22,Mumbai,East,Non-Prime
339,Ankit Chowdhury,user100339@example.com,2023-02-01,Ahmedabad,South,Non-Prime
340,Vivaan Bose,user100340@example.com,2022-07-05,Lucknow,North,Non-Prime
341,Kavya Iyer,user100341@example.com,2022-09-13,Ahmedabad,East,Non-Prime
342,Ritika Kumar,user100342@example.com,2023-01-24,Bengaluru,East,Prime
343,Kavya Shah,user100343@example.com,2025-01-07,Hyderabad,Central,Prime
344,Priya Iyer,user100344@example.com,2024-02-18,Pune,Central,Non-Prime
345,Aditya Mehta,user100345@example.com,2024-09-01,Pune,East,Non-Prime
346,Aarav Sharma,user100346@example.com,2024-11-30,Kolkata,Central,Non-Prime
347,Pooja Rao,user100347@example.com,2024-12-12,Bengaluru,East,Non-Prime
348,Ravi Chowdhury,user100348@example.com,2022-03-22,Hyderabad,West,Non-Prime
